# Pattern 1
10000000,.25
11000000,.25
11100000,.25
11110000,.25
11111000,.25
11111100,.25
11111110,.25
11111111,.5
01111111,.25
00111111,.25
00011111,.25
00001111,.25
00000111,.25
00000011,.25
00000001,.25
00000011,.25
00000111,.25
00001111,.25
00011111,.25
00111111,.25
01111111,.25
11111111,.25
11111110,.25
11111100,.25
11111000,.25
11110000,.25
11100000,.25
11000000,.25
10000000,.25
11000000,.25
11100000,.25
11110000,.25
11111000,.25
11111100,.25
11111110,.25
11111111,.5
01111111,.25
00111111,.25
00011111,.25
00001111,.25
00000111,.25
00000011,.25
00000001,.25
00000011,.25
00000111,.25
00001111,.25
00011111,.25
00111111,.25
01111111,.25
11111111,.25
11111110,.25
11111100,.25
11111000,.25
11110000,.25
11100000,.25
11000000,.25
10000000,.25
11000000,.25
11100000,.25
11110000,.25
11111000,.25
11111100,.25
11111110,.25
# pause
11111111,5
# pattern 2
10101010,.25
01010101,.25
10101010,.25
01010101,.25
10101010,.25
01010101,.25
10101010,.25
01010101,.25
10101010,.25
01010101,.25
10101010,.25
01010101,.25
10101010,.25
01010101,.25
10101010,.25
01010101,.25
10101010,.25
01010101,.25
10101010,.25
01010101,.25
10101010,.25
01010101,.25
10101010,.25
01010101,.25
10101010,.25
01010101,.25
10101010,.25
01010101,.25
10101010,.25
01010101,.25
10101010,.25
01010101,.25
# pause
11111111,5
# pattern 3
11111111,.5
01110111,.25
00110011,.25
00010001,.25
00000000,.25
00010001,.25
00110011,.25
01110111,.25
11111111,.5
11101110,.25
11001100,.25
10001000,.25
00000000,.25
10001000,.25
11001100,.25
11101110,.25
11111111,.5
01110111,.25
00110011,.25
00010001,.25
00000000,.25
00010001,.25
00110011,.25
01110111,.25
11111111,.5
11101110,.25
11001100,.25
10001000,.25
00000000,.25
10001000,.25
11001100,.25
11101110,.25
11111111,.5
01110111,.25
00110011,.25
00010001,.25
00000000,.25
00010001,.25
00110011,.25
01110111,.25
11111111,.5
11101110,.25
11001100,.25
10001000,.25
00000000,.25
10001000,.25
11001100,.25
11101110,.25
11111111,.5
# pause
11111111,5
